id,full_name,display_name,slug,lnb_url,photo_url,birth_date,position,naturality,height_cm,weight_kg,profile_jersey_number,first_seen_season_id,last_seen_season_id,scrape_status,needs_manual_review,source_url
258,Anthony James Harris,Harris,anthony-james-harris,https://lnb.com.br/atletas/anthony-james-harris/,https://lnb.com.br/wp-content/uploads/2022/10/CabeçãoSite_0006_Harris-400x400.png,1997-08-08,Ala/Armador,Indiana (EUA),196,90,3,15,18,success,0,https://lnb.com.br/atletas/anthony-james-harris/
259,Anthony Laveal Johnson,Johnson,anthony-laveal-johnson,https://lnb.com.br/atletas/anthony-laveal-johnson/,https://lnb.com.br/wp-content/uploads/2016/10/Anthony-Johnson-400x392.png,1988-05-19,Pivô,,201,120,32,12,12,success,0,https://lnb.com.br/atletas/anthony-laveal-johnson/
260,Anton Emanuel Cook,Cook,anton-emanuel-cook,https://lnb.com.br/atletas/anton-emanuel-cook/,https://lnb.com.br/wp-content/uploads/2017/07/COOK-1-400x400.png,1995-06-26,Ala/Armador,Oklahoma (EUA),192,92,7,10,17,success,0,https://lnb.com.br/atletas/anton-emanuel-cook/
261,Antonie Mathew Stockman,Tony,antonie-mathew-stockman,https://lnb.com.br/atletas/antonie-mathew-stockman/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1981-07-10,Ala,Medina (EUA),181,,5,2,3,success,0,https://lnb.com.br/atletas/antonie-mathew-stockman/
262,Antônio Dartora de Martini,Antônio,antonio-dartora-de-martini,https://lnb.com.br/atletas/antonio-dartora-de-martini/,https://lnb.com.br/wp-content/uploads/2021/07/Antonio.png,2002-10-04,Armador,,186,85,4,14,14,success,0,https://lnb.com.br/atletas/antonio-dartora-de-martini/
263,Antônio Elpidio Ferreira Júnior,Antônio,antonio-elpidio-ferreira-junior,https://lnb.com.br/atletas/antonio-elpidio-ferreira-junior/,https://lnb.com.br/wp-content/uploads/2016/10/CabeçãoSite_0004_11-Antonio-400x400.png,1994-05-25,Ala/Pivô,Pedregulho (SP),200,108,11,5,18,success,0,https://lnb.com.br/atletas/antonio-elpidio-ferreira-junior/
264,Antwaine Wiggins,Wiggins,antwaine-wiggins,https://lnb.com.br/atletas/antwaine-wiggins/,https://lnb.com.br/wp-content/uploads/2014/01/30-Wiggins-Rosto.png,1988-09-19,Ala,Kingston (EUA),205,,30,5,6,success,0,https://lnb.com.br/atletas/antwaine-wiggins/
265,Aquiles Novo Ferreira,Aquiles,aquiles-novo-ferreira,https://lnb.com.br/atletas/aquiles-novo-ferreira/,https://lnb.com.br/wp-content/uploads/2016/10/CabeçãoSite_0002_20Aquiles-400x400.png,1998-02-03,Ala,São Paulo (SP),200,94,20,12,14,success,0,https://lnb.com.br/atletas/aquiles-novo-ferreira/
266,Arquilaly Souza dos Santos,Souza,arquilaly-souza-dos-santos,https://lnb.com.br/atletas/arquilaly-souza-dos-santos/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1992-06-17,Ala/Pivô,,197,,10,3,3,success,0,https://lnb.com.br/atletas/arquilaly-souza-dos-santos/
267,Arthur de Abreu Souza,Arthur,arthur-de-abreu-souza,https://lnb.com.br/atletas/arthur-de-abreu-souza/,https://lnb.com.br/wp-content/uploads/2021/07/CabeçãoSite_0008_6Arthur-400x400.png,2002-06-08,Ala,Franca (SP),195,92,6,14,17,success,0,https://lnb.com.br/atletas/arthur-de-abreu-souza/
268,Arthur de Faria Bueris,Bueris,arthur-de-faria-bueris,https://lnb.com.br/atletas/arthur-de-faria-bueris/,https://lnb.com.br/wp-content/uploads/2022/01/CabeçãoSite-24-400x400.png,2006-06-15,Armador,Mogi das Cruzes (SP),182,74.5,30,14,17,success,0,https://lnb.com.br/atletas/arthur-de-faria-bueris/
269,Arthur Duarte do Nascimento,Duarte,arthur-duarte-do-nascimento,https://lnb.com.br/atletas/arthur-duarte-do-nascimento/,https://lnb.com.br/wp-content/uploads/2020/10/Duarte.png,2003-11-11,Ala,,194,90,17,13,13,success,0,https://lnb.com.br/atletas/arthur-duarte-do-nascimento/
270,Arthur Francisco Leite Costa,Costa,arthur-francisco-leite-costa,https://lnb.com.br/atletas/arthur-francisco-leite-costa/,https://lnb.com.br/wp-content/uploads/2021/10/CabeçãoSite_0011_Arthur-400x400.png,2001-05-24,Ala/Armador,Campinas (SP),180,78,7,14,18,success,0,https://lnb.com.br/atletas/arthur-francisco-leite-costa/
271,Arthur Henrique Stela Bernardi,Bernardi,arthur-henrique-stela-bernardi,https://lnb.com.br/atletas/arthur-henrique-stela-bernardi/,https://lnb.com.br/wp-content/uploads/2016/10/36.-ARTHUR-400x400.png,1990-03-16,Ala/Pivô,Caxias do Sul (RS),202,90,12,8,17,success,0,https://lnb.com.br/atletas/arthur-henrique-stela-bernardi/
272,Arthur José da Luz Casimiro,Arthur,arthur-jose-da-luz-casimiro,https://lnb.com.br/atletas/arthur-jos%c3%a9-da-luz-casimiro/,https://lnb.com.br/wp-content/uploads/2016/10/Arthur.png,1992-05-02,Pivô,Porto Alegre (RS),120,120,34,3,9,success,0,https://lnb.com.br/atletas/arthur-jos%c3%a9-da-luz-casimiro/
273,Arthur Meireles Vieira de Souza,Arthur,arthur-meireles-vieira-de-souza,https://lnb.com.br/atletas/arthur-meireles-vieira-de-souza/,https://lnb.com.br/wp-content/uploads/2015/08/19-Arthur.png,1994-09-10,Pivô,Rio de Janeiro (RJ),204,,19,5,5,success,0,https://lnb.com.br/atletas/arthur-meireles-vieira-de-souza/
274,Arthur Pecos Fernandes da Silva,Pecos,arthur-pecos-fernandes-da-silva,https://lnb.com.br/atletas/arthur-pecos-fernandes-da-silva/,https://lnb.com.br/wp-content/uploads/2016/10/PECOS-3-400x400.png,1994-11-01,Armador,São Paulo (SP),185,85,14,5,17,success,0,https://lnb.com.br/atletas/arthur-pecos-fernandes-da-silva/
275,Arthur Victorino de Morais,Victorino,arthur-victorino-de-morais,https://lnb.com.br/atletas/arthur-victorino-de-morais/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,2002-04-12,Ala,,193,90,21,13,14,success,0,https://lnb.com.br/atletas/arthur-victorino-de-morais/
276,Assis Santos Cardoso,Assis,assis-santos-cardoso,https://lnb.com.br/atletas/assis-santos-cardoso/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1989-01-17,Ala/Pivô,Rio de Janeiro (RJ),196,,5,4,4,success,0,https://lnb.com.br/atletas/assis-santos-cardoso/
277,Átila Sacramento dos Santos,Dos Santos,atila-sacramento-dos-santos,https://lnb.com.br/atletas/%c3%a1tila-sacramento-dos-santos/,https://lnb.com.br/wp-content/uploads/2016/10/50-Átila-Sacramento-dos-Santos-Dos-Santos-Rosto-400x600.png,1983-09-15,Pivô,Salvador (BA),208,110,50,3,10,success,0,https://lnb.com.br/atletas/%c3%a1tila-sacramento-dos-santos/
278,Augusto Alcassa dos Santos Rosa,Alcassa,augusto-alcassa-dos-santos-rosa,https://lnb.com.br/atletas/augusto-alcassa-dos-santos-rosa/,https://lnb.com.br/wp-content/uploads/2017/10/alcassa-400x400.png,2000-12-04,Pivô,Carapicuíba (SP),210,150,19,11,18,success,0,https://lnb.com.br/atletas/augusto-alcassa-dos-santos-rosa/
279,Augusto Cabral Leão,Augusto,augusto-cabral-leao,https://lnb.com.br/atletas/augusto-cabral-le%c3%a3o/,https://lnb.com.br/wp-content/uploads/2016/10/Augusto-1-400x400.png,1998-11-21,Armador,Belo Horizonte (MG),184,85,5,10,18,success,0,https://lnb.com.br/atletas/augusto-cabral-le%c3%a3o/
280,Augusto César Prospero Barbosa,Augusto,augusto-cesar-prospero-barbosa,https://lnb.com.br/atletas/augusto-cesar-prospero-barbosa/,https://lnb.com.br/wp-content/uploads/2020/02/Augusto-1.png,2003-06-10,Ala,,195,93,77,12,12,success,0,https://lnb.com.br/atletas/augusto-cesar-prospero-barbosa/
281,Augusto Dartora de Martini,Augusto,augusto-dartora-de-martini,https://lnb.com.br/atletas/augusto-dartora-de-martini/,https://lnb.com.br/wp-content/uploads/2021/07/De-Martini.png,2002-10-04,Ala/Armador,,195,85,11,14,14,success,0,https://lnb.com.br/atletas/augusto-dartora-de-martini/
282,Augusto Esdras Silva dos Anjos,Augusto,augusto-esdras-silva-dos-anjos,https://lnb.com.br/atletas/augusto-esdras-silva-dos-anjos/,https://lnb.com.br/wp-content/uploads/2024/06/22-ANJOS.png,2003-05-28,Ala/Pivô,Salvador (BA),208,97,22,18,18,success,0,https://lnb.com.br/atletas/augusto-esdras-silva-dos-anjos/
283,Augusto Vieira Costa,Augusto Vieira,augusto-vieira-costa,https://lnb.com.br/atletas/augusto-vieira-costa/,https://lnb.com.br/wp-content/uploads/2022/07/CabeçãoSite-_0009_1-Augusto-Vieira-400x400.png,2003-05-27,Ala,Belo Horizonte (MG),193,88,1,18,18,success,0,https://lnb.com.br/atletas/augusto-vieira-costa/
284,Austin Dwight Wrighten,Wrighten,austin-dwight-wrighten,https://lnb.com.br/atletas/austin-dwight-wrighten/,https://lnb.com.br/wp-content/uploads/2024/10/11.-WRIGHTEN-400x400.png,1996-12-04,Ala,Virgínia (EUA),193,85,11,17,17,success,0,https://lnb.com.br/atletas/austin-dwight-wrighten/
285,Benzor Simmons,Simmons,benzor-simmons,https://lnb.com.br/atletas/benzor-simmons/,https://lnb.com.br/wp-content/uploads/2016/01/Simmons.png,1988-09-05,Ala,Miami (EUA),196,,1,5,9,success,0,https://lnb.com.br/atletas/benzor-simmons/
286,Bernard Gregory Robinson Jr,Robinson Jr,bernard-gregory-robinson-jr,https://lnb.com.br/atletas/bernard-gregory-robinson-jr/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1983-01-28,Ala,Washington D.C. (EUA),198,,21,3,5,success,0,https://lnb.com.br/atletas/bernard-gregory-robinson-jr/
287,Bernardo Benedito Terbutino da Silva,Da Silva,bernardo-benedito-terbutino-da-silva,https://lnb.com.br/atletas/bernardo-benedito-terbutino-da-silva/,https://lnb.com.br/wp-content/uploads/2024/10/CabeçãoSite-_0007_5-Bernardo-400x400.png,2000-08-20,Ala,Nova Friburgo (RJ),204,95,5,17,18,success,0,https://lnb.com.br/atletas/bernardo-benedito-terbutino-da-silva/
288,Bernardo César Ferreira Rocha,Rocha,bernardo-cesar-ferreira-rocha,https://lnb.com.br/atletas/bernardo-cesar-ferreira-rocha/,https://lnb.com.br/wp-content/uploads/2018/08/9-ROCHA-400x400.png,2003-06-23,Ala/Armador,Uberlândia (MG),189,76,9,15,16,success,0,https://lnb.com.br/atletas/bernardo-cesar-ferreira-rocha/
289,Bernardo Guimarães Barreto,Bernardo,bernardo-guimaraes-barreto,https://lnb.com.br/atletas/bernardo-guimar%c3%a3es-barreto/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1983-04-26,Armador,Belo Horizonte (MG),183,,24,2,3,success,0,https://lnb.com.br/atletas/bernardo-guimar%c3%a3es-barreto/
290,Billy Ray Rush Junior,Rush,billi-ray-rush-junior,https://lnb.com.br/atletas/billi-ray-rush-junior/,https://lnb.com.br/wp-content/uploads/2017/10/Rush-MIN.png,1988-02-08,Ala,,198,91,1,10,10,success,0,https://lnb.com.br/atletas/billi-ray-rush-junior/
291,Blake Charles Marquardt,Marquardt,blake-charles-maquardt,https://lnb.com.br/atletas/blake-charles-maquardt/,https://lnb.com.br/wp-content/uploads/2025/09/maquardt-400x400.png,1997-04-17,Ala,Wisconsin (USA),195,80,1,18,18,success,0,https://lnb.com.br/atletas/blake-charles-maquardt/
292,Brandon Eugene Johnson,Johnson,brandon-eugene-johnson,https://lnb.com.br/atletas/brandon-eugene-johnson/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1997-10-21,Pivô,Illinois (EUA),198,85,23,17,17,success,0,https://lnb.com.br/atletas/brandon-eugene-johnson/
293,Brandon Kierre McGee,McGee,brandon-kierre-mcgee,https://lnb.com.br/atletas/brandon-kierre-mcgee/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1989-01-18,Ala,Chicago (EUA),203,,24,5,5,success,0,https://lnb.com.br/atletas/brandon-kierre-mcgee/
294,Brandon Lamar Robinson,Robinson,brandon-lamar-robinson,https://lnb.com.br/atletas/brandon-lamar-robinson/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1989-03-25,Ala,"Lake Wales, Florida (EUA)",192,89,15,14,14,success,0,https://lnb.com.br/atletas/brandon-lamar-robinson/
295,Brandon Rashad Davis,Davis,brandon-rashad-davis,https://lnb.com.br/atletas/brandon-rashad-davis/,https://lnb.com.br/wp-content/uploads/2018/03/Davis-400x391.png,1988-08-05,Ala/Pivô,,194,84,20,12,12,success,0,https://lnb.com.br/atletas/brandon-rashad-davis/
296,Brayan Henrí Boff Ramão,Brayan,brayan-henri-boff-ramao,https://lnb.com.br/atletas/brayan-henri-boff-ramao/,https://lnb.com.br/wp-content/uploads/2021/07/CabeçãoSite_0008_Brayan-400x377.png,2005-12-11,Ala/Pivô,Caxias do Sul (RS),207,97,17,15,18,success,0,https://lnb.com.br/atletas/brayan-henri-boff-ramao/
297,Braylon Deundre Rayson,Rayson,braylon-deundre-rayson,https://lnb.com.br/atletas/braylon-deundre-rayson/,https://lnb.com.br/wp-content/uploads/2024/01/RAYSON-400x400.png,1994-12-25,Armador,Dallas (EUA),175,86,55,16,16,success,0,https://lnb.com.br/atletas/braylon-deundre-rayson/
298,Brenno,Brenno,brenno,https://lnb.com.br/atletas/brenno/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1979-02-02,Ala/Pivô,,191,,992,2,2,success,0,https://lnb.com.br/atletas/brenno/
299,Breno Leotério dos Santos,Breno,breno-leoterio-dos-santos,https://lnb.com.br/atletas/breno-leoterio-dos-santos/,https://lnb.com.br/wp-content/uploads/2022/07/CabeçãoSite_0011_Breno-400x400.png,2003-08-28,Ala/Pivô,Brasília (DF),198,100,25,15,18,success,0,https://lnb.com.br/atletas/breno-leoterio-dos-santos/
300,Brent Roderick Jackson Jr,Jackson Jr,brent-roderick-jackson-jr,https://lnb.com.br/atletas/brent-roderick-jackson-jr/,https://lnb.com.br/wp-content/uploads/2019/11/brent-jackson2-400x400.png,1994-02-03,Ala/Armador,Fort Carson (EUA),195,93,8,12,12,success,0,https://lnb.com.br/atletas/brent-roderick-jackson-jr/
301,Brett Larry Winkelman,Winkelman,brett-larry-winkelman,https://lnb.com.br/atletas/brett-larry-winkelman/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1986-01-30,Ala/Pivô,Morris (EUA),198,,24,3,3,success,0,https://lnb.com.br/atletas/brett-larry-winkelman/
302,Brian Henry Laing,Laing,brian-henry-laing,https://lnb.com.br/atletas/brian-henry-laing/,https://lnb.com.br/wp-content/uploads/2014/01/12-Laing-Rosto.png,1985-12-14,Ala,,195,,12,6,6,success,0,https://lnb.com.br/atletas/brian-henry-laing/
303,Brown,Brown,brown,https://lnb.com.br/atletas/brown/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1985-03-11,Ala/Pivô,,199,,9,2,2,success,0,https://lnb.com.br/atletas/brown/
304,Bruno Caribaux,Caribaux,bruno-caribaux,https://lnb.com.br/atletas/bruno-caribaux/,https://lnb.com.br/wp-content/uploads/2025/01/uniforme-osasco.png,2003-07-03,Armador,Rosario (ARG),175,86,6,18,18,success,0,https://lnb.com.br/atletas/bruno-caribaux/
305,Bruno Correa Fernandes Caboclo,Caboclo,bruno-correa-fernandes-caboclo,https://lnb.com.br/atletas/bruno-correa-fernandes-caboclo/,https://lnb.com.br/wp-content/uploads/2016/10/Caboclo-scaled-e1637947289887-400x411.jpg,1995-09-21,Ala/Pivô,,208,108,50,6,14,success,0,https://lnb.com.br/atletas/bruno-correa-fernandes-caboclo/
306,Bruno Costa Savignani,Bruno,bruno-costa-savignani,https://lnb.com.br/atletas/bruno-costa-savignani/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1982-03-27,Armador,Goiânia (GO),184,,40,3,3,success,0,https://lnb.com.br/atletas/bruno-costa-savignani/
307,Bruno Felipe Vianna dos Santos,B. Felipe,bruno-felipe-vianna-dos-santos,https://lnb.com.br/atletas/bruno-felipe-vianna-dos-santos/,https://lnb.com.br/wp-content/uploads/2016/11/Bruno.png,1993-01-05,Armador,São Paulo (SP),190,94,3,5,7,success,0,https://lnb.com.br/atletas/bruno-felipe-vianna-dos-santos/
308,Bruno Santilli Fornazari,Bruno,bruno-fontilli-fornazari,https://lnb.com.br/atletas/bruno-fontilli-fornazari/,https://lnb.com.br/wp-content/uploads/2019/02/Bruno_.png,2000-04-08,Ala/Armador,,191,95,11,12,12,success,0,https://lnb.com.br/atletas/bruno-fontilli-fornazari/
309,Bruno Henrique Pedro Cardoso,Brunão,bruno-henrique-pedro-cardoso,https://lnb.com.br/atletas/bruno-henrique-pedro-cardoso/,https://lnb.com.br/wp-content/uploads/2018/08/CabeçãoSite_0006_11-Brunão-400x400.png,2002-11-11,Pivô,São Paulo (SP),202,100,11,14,18,success,0,https://lnb.com.br/atletas/bruno-henrique-pedro-cardoso/
310,Bruno José Macedo Ferreira,Bruno,bruno-jose-macedo-ferreira,https://lnb.com.br/atletas/bruno-jos%c3%a9-macedo-ferreira/,https://lnb.com.br/wp-content/uploads/2016/10/Bruno-Ferreira.png,1989-08-12,Ala/Pivô,,203,107,12,8,9,success,0,https://lnb.com.br/atletas/bruno-jos%c3%a9-macedo-ferreira/
311,Bruno Jungblut Kniphoff,Bruno,bruno-jungblut-kniphoff,https://lnb.com.br/atletas/bruno-jungblut-kniphoff/,https://lnb.com.br/wp-content/uploads/2022/07/15-KNIPHOFF-400x400.png,2004-01-29,Ala,Santa Cruz do Sul (RS),190,105,8,15,15,success,0,https://lnb.com.br/atletas/bruno-jungblut-kniphoff/
312,Bruno Lira Barbosa da Silva,Bruno,bruno-lira-barbosa-da-silva,https://lnb.com.br/atletas/bruno-lira-barbosa-da-silva/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1981-07-08,Ala/Pivô,Belford Roxo (RJ),201,,11,2,4,success,0,https://lnb.com.br/atletas/bruno-lira-barbosa-da-silva/
313,Bruno Luiz Soares Freitas,Bruno,bruno-luiz-soares-freitas,https://lnb.com.br/atletas/bruno-luiz-soares-freitas/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1998-01-28,Armador,Fortaleza (CE),188,80,9,12,16,success,0,https://lnb.com.br/atletas/bruno-luiz-soares-freitas/
314,Bruno Paletta da Silva,Paletta,bruno-paletta-da-silva,https://lnb.com.br/atletas/bruno-paletta-da-silva/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,2006-12-10,Ala/Pivô,Pouso Alegre (MG),196,85,42,17,17,success,0,https://lnb.com.br/atletas/bruno-paletta-da-silva/
315,Bruno Ribeiro Foresti,Foresti,bruno-ribeiro-foresti,https://lnb.com.br/atletas/bruno-ribeiro-foresti/,https://lnb.com.br/wp-content/uploads/2023/06/Cabec╠oa╠aoSite-3-400x400.png,2005-03-15,Ala/Pivô,Ipatinga (MG),199,104,19,16,18,success,0,https://lnb.com.br/atletas/bruno-ribeiro-foresti/
316,Bruno Tasso Resende Silva,Bruno T.,bruno-tasso-resende-silva,https://lnb.com.br/atletas/bruno-tasso-resende-silva/,https://lnb.com.br/wp-content/uploads/2025/06/Cabec╠oa╠aoSite-2-400x400.png,2005-11-17,Armador,Nova Lima (MG),185,80,1,18,18,success,0,https://lnb.com.br/atletas/bruno-tasso-resende-silva/
317,Bruno Zanotti Cavazzoni Barrail,Zanotti,bruno-zanotti-cavazzoni-barrail,https://lnb.com.br/atletas/bruno-zanotti-cavazzoni-barrail/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1982-09-14,Ala,Assunção (PAR),198,,25,5,5,success,0,https://lnb.com.br/atletas/bruno-zanotti-cavazzoni-barrail/
318,Caio Aparecido da Silveira Torres,Caio Torres,caio-aparecido-da-silveira-torres,https://lnb.com.br/atletas/caio-aparecido-da-silveira-torres/,https://lnb.com.br/wp-content/uploads/2016/10/CAIO-TORRES-400x394.png,1987-06-03,Pivô,São Paulo (SP),211,136,13,4,13,success,0,https://lnb.com.br/atletas/caio-aparecido-da-silveira-torres/
319,Caio Cesar Leal Veríssimo,Caio,caio-cesar-leal-verissimo,https://lnb.com.br/atletas/caio-cesar-leal-verissimo/,https://lnb.com.br/wp-content/uploads/2018/10/4-1-400x368.png,2001-04-02,Pivô,Rio de Janeiro (RJ),200,92,4,11,11,success,0,https://lnb.com.br/atletas/caio-cesar-leal-verissimo/
320,Caio de Aguilar Mathias,Caio Mathias,caio-de-aguilar-mathias,https://lnb.com.br/atletas/caio-de-aguilar-mathias/,https://lnb.com.br/wp-content/uploads/2016/10/uniforme-10.png,2008-08-05,Ala,Brasília (DF),187,82,12,18,18,success,0,https://lnb.com.br/atletas/caio-de-aguilar-mathias/
321,Caio de Moraes Brandão,Caio,caio-de-moraes-brandao,https://lnb.com.br/atletas/caio-de-moraes-brandao/,https://lnb.com.br/wp-content/uploads/2021/07/5-CAIO-400x400.png,2004-04-05,Armador,São José (SC),190,88,5,16,16,success,0,https://lnb.com.br/atletas/caio-de-moraes-brandao/
322,Caio Ferreira,Caio Ferreira,caio-ferreira,https://lnb.com.br/atletas/caio-ferreira/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1991-06-11,Armador,São Paulo (SP),192,,12,5,5,success,0,https://lnb.com.br/atletas/caio-ferreira/
323,Caio Guilherme Domingos Oliveira,Oliveira,caio-guilherme-domingos-oliveira,https://lnb.com.br/atletas/caio-guilherme-domingos-oliveira/,https://lnb.com.br/wp-content/uploads/2018/08/Caio-Oliveira-400x473.png,1998-05-22,Pivô,São Paulo (SP),211,100,23,16,16,success,0,https://lnb.com.br/atletas/caio-guilherme-domingos-oliveira/
324,Caio Henrique Oliveira Rocha,Caioka,caio-henrique-oliveira-rocha,https://lnb.com.br/atletas/caio-henrique-oliveira-rocha/,https://lnb.com.br/wp-content/uploads/2022/07/CabeçãoSite_0009_Caioka-400x400.png,2004-10-13,Ala/Armador,Salvador (BA),190,88,3,15,18,success,0,https://lnb.com.br/atletas/caio-henrique-oliveira-rocha/
325,Caio Lopes da Silva,Caio,caio-lopes-da-silva,https://lnb.com.br/atletas/caio-lopes-da-silva/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,2007-09-10,Ala,Bauru (SP),190,83,8,16,16,success,0,https://lnb.com.br/atletas/caio-lopes-da-silva/
326,Caio Roberto Ranches de Souza,Caio,caio-roberto-ranches-de-souza,https://lnb.com.br/atletas/caio-roberto-ranches-de-souza/,https://lnb.com.br/wp-content/uploads/2015/11/Caio-Ranches.png,1987-03-12,Ala,Limeira (SP),192,,6,2,8,success,0,https://lnb.com.br/atletas/caio-roberto-ranches-de-souza/
327,Caleb Franklin Brown,Caleb Brown,caleb-franklin-brown,https://lnb.com.br/atletas/caleb-franklin-brown/,https://lnb.com.br/wp-content/uploads/2015/12/Brown.png,1989-06-14,Armador,,185,,12,5,8,success,0,https://lnb.com.br/atletas/caleb-franklin-brown/
328,Calebe Luiz da Silva Gonçalves,Gonçalves,calebe-luiz-da-silva-goncalves,https://lnb.com.br/atletas/calebe-luiz-da-silva-goncalves/,https://lnb.com.br/wp-content/uploads/2021/02/12-GONCALVES-1-400x400.png,2004-04-17,Armador,São José dos Campos (SP),176,77,12,13,16,success,0,https://lnb.com.br/atletas/calebe-luiz-da-silva-goncalves/
329,Cameron Alexander Tatum,Tatum,cameron-alexander-tatum,https://lnb.com.br/atletas/cameron-alexander-tatum/,https://lnb.com.br/wp-content/uploads/2017/08/tatum-1.jpg,1988-07-20,Ala,,201,79,2,10,10,success,0,https://lnb.com.br/atletas/cameron-alexander-tatum/
330,Carlos César Silva Júnior,Silva Júnior,carlos-cesar-silva-junior,https://lnb.com.br/atletas/carlos-c%c3%a9sar-silva-j%c3%banior/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1981-01-13,Ala,,198,109,22,9,9,success,0,https://lnb.com.br/atletas/carlos-c%c3%a9sar-silva-j%c3%banior/
331,Carlos de Cobos Ortega,Cobos,carlos-de-cobos-ortega,https://lnb.com.br/atletas/carlos-de-cobos-ortega/,https://lnb.com.br/wp-content/uploads/2015/01/11-Cobos-Rosto.png,1988-05-11,Armador,São Paulo (SP),191,,11,7,7,success,0,https://lnb.com.br/atletas/carlos-de-cobos-ortega/
332,Carlos Eduardo Silva Gomes,Kadu,carlos-eduardo-silva-gomes,https://lnb.com.br/atletas/carlos-eduardo-silva-gomes/,https://lnb.com.br/wp-content/uploads/2019/07/10-KADU-400x400.png,2003-01-30,Ala,Brasília (DF),201,99,10,13,13,success,0,https://lnb.com.br/atletas/carlos-eduardo-silva-gomes/
333,Carlos Eduardo Soledade da Costa,Cadu,carlos-eduardo-soledade-da-costa,https://lnb.com.br/atletas/carlos-eduardo-soledade-da-costa/,https://lnb.com.br/wp-content/uploads/2014/12/28-Cadu-Rosto.png,1996-05-16,Ala/Pivô,Guarulhos / SP,193,,14,6,7,success,0,https://lnb.com.br/atletas/carlos-eduardo-soledade-da-costa/
334,Carlos Emanuel Buemo,Buemo,carlos-emanuel-buemo,https://lnb.com.br/atletas/carlos-emanuel-buemo/,https://lnb.com.br/wp-content/uploads/2019/10/buemo-400x408.png,1996-02-12,Ala,,197,85,8,12,12,success,0,https://lnb.com.br/atletas/carlos-emanuel-buemo/
335,Carlos Fernando Silva Macedo,Carlão,carlos-fernando-silva-macedo,https://lnb.com.br/atletas/carlos-fernando-silva-macedo/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1984-02-14,Ala/Pivô,,0,,34,3,3,success,0,https://lnb.com.br/atletas/carlos-fernando-silva-macedo/
336,Carlos Henrique Miorin Gonçalves,Carlão,carlos-henrique-miorin-goncalves,https://lnb.com.br/atletas/carlos-henrique-miorin-gon%c3%a7alves/,https://lnb.com.br/wp-content/uploads/2016/10/05-Carlão-1.png,1995-03-21,Pivô,,197,92,5,7,7,success,0,https://lnb.com.br/atletas/carlos-henrique-miorin-gon%c3%a7alves/
337,Carlos Joel Novas Mateo,Novas Mateo,carlos-joel-novas-mateo,https://lnb.com.br/atletas/carlos-joel-novas-mateo/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1992-01-31,Ala,Santo Domingo (DO),195,80,41,17,17,success,0,https://lnb.com.br/atletas/carlos-joel-novas-mateo/
338,Carlos Leonel Schattmann,Schattmann,carlos-leonel-schattmann,https://lnb.com.br/atletas/carlos-leonel-schattmann/,https://lnb.com.br/wp-content/uploads/2019/10/Schattmann30-1-1-400x368.png,1987-05-14,Ala,,194,85,20,12,12,success,0,https://lnb.com.br/atletas/carlos-leonel-schattmann/
339,Carlos Nicolás Gianella,Gianella,carlos-nicolas-gianella,https://lnb.com.br/atletas/carlos-nicol%c3%a1s-gianella/,https://lnb.com.br/wp-content/uploads/2014/12/25-Gianella-Rosto.png,1978-02-14,Ala/Armador,La Plata (ARG),185,,25,7,7,success,0,https://lnb.com.br/atletas/carlos-nicol%c3%a1s-gianella/
340,Carlos Victor Farias Paiva,Manaus,carlos-victor-farias-paiva,https://lnb.com.br/atletas/carlos-victor-farias-paiva/,https://lnb.com.br/wp-content/uploads/2022/07/CabeçãoSite_0003_Manaus-400x400.png,2002-06-27,Ala,Manaus (AM),197,93,19,18,18,success,0,https://lnb.com.br/atletas/carlos-victor-farias-paiva/
